"Urls","headlines","archiveDate"
"http://web.archive.org/web/20170902013843/http://www.espn.com/nfl","Sources: Browns boot Osweiler as part of cuts","2017-09-02"
"http://web.archive.org/web/20170904022536/http://www.espn.com/nfl","Bucs deal Wilcox to Steelers after adding Ward","2017-09-04"
"http://web.archive.org/web/20170905023521/http://www.espn.com/nfl","Source: Janikowski has declined reworked deal","2017-09-05"
"http://web.archive.org/web/20170906034640/http://www.espn.com/nfl/","Elliott's 6-game ban upheld, but OK for Sunday","2017-09-06"
"http://web.archive.org/web/20170908045356/http://www.espn.com/nfl/","Patriots' Amendola leaves with head injury","2017-09-08"
"http://web.archive.org/web/20170911071912/http://www.espn.com/nfl","Elliott expresses relief, had started to 'lose faith'","2017-09-11"
"http://web.archive.org/web/20170912071857/http://www.espn.com/nfl","Peterson says Payton heeded sideline advice","2017-09-12"
"http://web.archive.org/web/20170913000204/http://www.espn.com/nfl/","Cards re-sign CJ2K with Johnson out months","2017-09-13"
"http://web.archive.org/web/20170914001848/http://www.espn.com/nfl/","Texans' Cushing suspended 10 games for PEDs","2017-09-14"
"http://web.archive.org/web/20170915110142/http://www.espn.com/nfl/","Texans' Watt: Injured finger 'pretty messed up'","2017-09-15"
"http://web.archive.org/web/20170916001045/http://www.espn.com/nfl/","Patriots' Hightower, Amendola out vs. Saints","2017-09-16"
"http://web.archive.org/web/20170917004757/http://www.espn.com/nfl/","NFLPA responds to NFL filing on RB Elliott","2017-09-17"
"http://web.archive.org/web/20170918021129/http://www.espn.com/nfl/","Chargers' Koo struggles; might face competition","2017-09-18"
"http://web.archive.org/web/20170919002829/http://www.espn.com/nfl/","Garrett, Zeke to discuss RB's lack of effort Sun.","2017-09-19"
"http://web.archive.org/web/20170920030548/http://www.espn.com/nfl/","Smith unanimously re-elected as NFLPA's head","2017-09-20"
"http://web.archive.org/web/20170921024809/http://www.espn.com/nfl/","Goodell extension 'getting done,' source says","2017-09-21"
"http://web.archive.org/web/20170922205659/http://www.espn.com/nfl/","'Must-win game' in Week 3? Giants' JPP says so","2017-09-22"
"http://web.archive.org/web/20170923122148/http://www.espn.com:80/nfl","Aaron Hernandez had advanced stages of CTE","2017-09-23"
"http://web.archive.org/web/20170924085615/http://www.espn.com:80/nfl/","Owners respond to Trump's player protest talk","2017-09-24"
"http://web.archive.org/web/20170925141950/http://www.espn.com/nfl/","Source: Steelers surprised by Villanueva move","2017-09-25"
"http://web.archive.org/web/20170926164535/http://www.espn.com/nfl/","Bucs' McCoy to online critics: Come talk to me","2017-09-26"
"http://web.archive.org/web/20170927205343/http://www.espn.com/nfl/","Trump: NFL's biz 'going to hell' without changes","2017-09-27"
"http://web.archive.org/web/20170928222313/http://www.espn.com/nfl/","Lions DT: Father lost work over anthem protest","2017-09-28"
"http://web.archive.org/web/20170929212945/http://www.espn.com/nfl/","Packers' Adams exits hospital after massive hit","2017-09-29"
"http://web.archive.org/web/20170930205353/http://www.espn.com/nfl/","Bears' Trevathan banned 2 games for Adams hit","2017-09-30"
"http://web.archive.org/web/20171001203050/http://www.espn.com/nfl/","Cam holds up clenched fist after historic TD run","2017-10-01"
"http://web.archive.org/web/20171002210352/http://www.espn.com/nfl/","Seahawks LT still in hospital; Carson breaks leg","2017-10-02"
"http://web.archive.org/web/20171003082416/http://www.espn.com/nfl/","Luck to practice this week, avoid big workload","2017-10-03"
"http://web.archive.org/web/20171006000925/http://www.espn.com/nfl/","Patriots TE Gronkowski ruled out vs. Bucs","2017-10-06"
"http://web.archive.org/web/20171007005555/http://www.espn.com/nfl/","Steelers' Brown sorry for sideline outburst","2017-10-07"
"http://web.archive.org/web/20171008011401/http://www.espn.com/nfl/","Source: WR Adams clears protocol, could play","2017-10-08"
"http://web.archive.org/web/20171009021145/http://www.espn.com/nfl/","Pence bails on 49ers-Colts over anthem actions","2017-10-09"
"http://web.archive.org/web/20171010033020/http://www.espn.com/nfl/","Marshall becomes 3rd Giants WR out for season","2017-10-10"
"http://web.archive.org/web/20171011033843/http://www.espn.com/nfl/","Labor union files complaint over Jones, anthem","2017-10-11"
"http://web.archive.org/web/20171012040048/http://www.espn.com/nfl/","Jerry Jones sought bad guy role, source says","2017-10-12"
"http://web.archive.org/web/20171013053226/http://www.espn.com/nfl/","Court restores Dallas RB Elliott's 6-game ban","2017-10-13"
"http://web.archive.org/web/20171014055136/http://www.espn.com/nfl/","NFLPA will ask full panel to rehear Elliott appeal","2017-10-14"
"http://web.archive.org/web/20171015063420/http://www.espn.com/nfl/","NFLPA will ask full panel to rehear Elliott appeal","2017-10-15"
"http://web.archive.org/web/20171016065622/http://www.espn.com/nfl/","Source: WR Bryant seeking trade from Steelers","2017-10-16"
"http://web.archive.org/web/20171017080034/http://www.espn.com/nfl/","Rodgers to have surgery on broken collarbone","2017-10-17"
"http://web.archive.org/web/20171018030123/http://www.espn.com/nfl/","Zeke given 2nd TRO, suspension again on hold","2017-10-18"
"http://web.archive.org/web/20171019091353/http://www.espn.com/nfl/","Luck suffers setback, shut down from throwing","2017-10-19"
"http://web.archive.org/web/20171020063555/http://www.espn.com/nfl/","49ers CEO: Kaepernick isn't being blackballed","2017-10-20"
"http://web.archive.org/web/20171021104354/http://www.espn.com/nfl/","Lynch gets 1-game ban for contact with official","2017-10-21"
"http://web.archive.org/web/20171022113328/http://www.espn.com/nfl/","Sources: Docs think Rodgers throws in 6 weeks","2017-10-22"
"http://web.archive.org/web/20171023001530/http://www.espn.com/nfl/","Palmer has broken arm, could miss season","2017-10-23"
"http://web.archive.org/web/20171024123450/http://www.espn.com/nfl/","Vikings' Sendejo suspended for hit on Wallace","2017-10-24"
"http://web.archive.org/web/20171025061221/http://www.espn.com/nfl/","DE Freeney, 37, agrees to deal with Seahawks","2017-10-25"
"http://web.archive.org/web/20171026003443/http://www.espn.com/nfl/","Steelers bench WR Bryant over social posts","2017-10-26"
"http://web.archive.org/web/20171027075121/http://www.espn.com/nfl/","Ravens' Flacco has concussion after hard hit","2017-10-27"
"http://web.archive.org/web/20171028220004/http://www.espn.com/nfl/","Barr says he responded to Rodgers' 'profanities'","2017-10-28"
"http://web.archive.org/web/20171029205615/http://www.espn.com/nfl/","Majority of Texans players kneel during anthem","2017-10-29"
"http://web.archive.org/web/20171030005215/http://www.espn.com/nfl/","Watson sets record for most TDs in 1st 7 games","2017-10-30"
"http://web.archive.org/web/20171031220335/http://www.espn.com/nfl/","Sources: McCarron trade to Browns falls short","2017-10-31"
"http://web.archive.org/web/20171101195436/http://www.espn.com/nfl/","NFLPA files motion for injunction for Elliott","2017-11-01"
"http://web.archive.org/web/20171102025346/http://www.espn.com/nfl/","Browns' Gordon reinstated on conditional basis","2017-11-02"
"http://web.archive.org/web/20171103060116/http://www.espn.com/nfl/","Source: Watson has season-ending ACL tear","2017-11-03"
"http://web.archive.org/web/20171104082927/http://www.espn.com/nfl/","Source: Owners' cell logs sought in Kap case","2017-11-04"
"http://web.archive.org/web/20171106020228/http://www.espn.com/nfl","Eli streak may be at risk as Giants look ahead","2017-11-06"
"http://web.archive.org/web/20171108002846/http://www.espn.com/nfl/","Dungy: Irsay said Luck injury 'inside his head'","2017-11-08"
"http://web.archive.org/web/20171109001906/http://www.espn.com/nfl/","OTL: Jones threatens to sue NFL over Goodell","2017-11-09"
"http://web.archive.org/web/20171110022843/http://www.espn.com/nfl/","Court denies motion; Elliott suspension back on","2017-11-10"
"http://web.archive.org/web/20171111031654/http://www.espn.com/nfl/","Jerry: Possible lawsuit about Goodell, not Zeke","2017-11-11"
"http://web.archive.org/web/20171112034557/http://www.espn.com/nfl/","Sources: Luck seeking treatment in Europe","2017-11-12"
"http://web.archive.org/web/20171113024912/http://www.espn.com/nfl/","Bridgewater celebrates return with 'tears of joy'","2017-11-13"
"http://web.archive.org/web/20171114044110/http://www.espn.com/nfl/","Raiders break ground with Vegas ceremony","2017-11-14"
"http://web.archive.org/web/20171115054415/http://www.espn.com/nfl/","Goodwin says his wife and faith led him to play","2017-11-15"
"http://web.archive.org/web/20171116014306/http://www.espn.com/nfl/","Vikings stick with QB Keenum over Bridgewater","2017-11-16"
"http://web.archive.org/web/20171117050411/http://www.espn.com/nfl/","Sources: Owners set meeting over Goodell deal","2017-11-17"
"http://web.archive.org/web/20171118005017/http://www.espn.com/nfl/","Jerry Jones sorry for insensitive remark in 2013","2017-11-18"
"http://web.archive.org/web/20171119082109/http://www.espn.com/nfl/","Dolphins waive veteran Maualuga after arrest","2017-11-19"
"http://web.archive.org/web/20171120082649/http://www.espn.com/nfl/","Jerry Jones: NFL rift not affecting team's play","2017-11-20"
"http://web.archive.org/web/20171121084118/http://www.espn.com/nfl/","Report: NFL nixes Jones' call for Goodell vote","2017-11-21"
"http://web.archive.org/web/20171123030705/http://www.espn.com/nfl/","Free-agent CB Revis signs contract with Chiefs","2017-11-23"
"http://web.archive.org/web/20171124024322/http://www.espn.com/nfl/","Lions' Stafford plays on despite being injured","2017-11-24"
"http://web.archive.org/web/20171125112257/http://www.espn.com/nfl/","Panthers TE Olsen to make IR return vs. Jets","2017-11-25"
"http://web.archive.org/web/20171126050731/http://www.espn.com:80/nfl/","Source: Revis won't play, likely to debut vs. NYJ","2017-11-26"
"http://web.archive.org/web/20171127035148/http://espn.com/NFL","Cowboys part ways with veteran RB McFadden","2017-11-27"
"http://web.archive.org/web/20171129194508/http://www.espn.com/nfl/","Players at odds over NFL's $100M charity plan","2017-11-29"
"http://web.archive.org/web/20171201045553/http://www.espn.com/nfl/","Dez breaks Hayes' Dallas record for TD catches","2017-12-01"
"http://web.archive.org/web/20171204134154/http://www.espn.com/nfl/","Geno Smith backs McAdoo, calls Rex 'coward'","2017-12-04"
"http://web.archive.org/web/20171206013424/http://www.espn.com/nfl/","Shazier undergoes tests, stays in Cincy hospital","2017-12-06"
"http://web.archive.org/web/20171207002144/http://www.espn.com/nfl/","Source: Goodell signs deal worth up to $200M","2017-12-07"
"http://web.archive.org/web/20171208004640/http://www.espn.com/nfl/","Steelers' Shazier has surgery to stabilize spine","2017-12-08"
"http://web.archive.org/web/20171209011024/http://www.espn.com/nfl/","Sources: Feds halt massive NFL survivor pool","2017-12-09"
"http://web.archive.org/web/20171210015008/http://www.espn.com/nfl/","Brady apologizes to McDaniels for sideline rant","2017-12-10"
"http://web.archive.org/web/20171211005617/http://www.espn.com/nfl/","QB Savage seen with twitching hands after hit","2017-12-11"
"http://web.archive.org/web/20171212000934/http://www.espn.com/nfl/","NFL: No bans for Seahawks for actions vs. Jags","2017-12-12"
"http://web.archive.org/web/20171213013659/http://www.espn.com/nfl/","Misses in blizzard might cost Vinatieri $500K","2017-12-13"
"http://web.archive.org/web/20171214025244/http://www.espn.com/nfl/","Jefferson: Sideline issue with fan 'unfortunate'","2017-12-14"
"http://web.archive.org/web/20171215015944/http://www.espn.com/nfl/","Source: Giants fine Apple for tweeting 'mistake'","2017-12-15"
"http://web.archive.org/web/20171216022801/http://www.espn.com/nfl/","Panthers owner facing misconduct allegations","2017-12-16"
"http://web.archive.org/web/20171217021821/http://www.espn.com/nfl/","Packers activate Rodgers for Panthers game","2017-12-17"
"http://web.archive.org/web/20171218020240/http://www.espn.com/nfl/","Source: WR Brown has partially torn calf muscle","2017-12-18"
"http://web.archive.org/web/20171219010855/http://www.espn.com/nfl/","Panthers' Davis gets 2-game ban for illegal hit","2017-12-19"
"http://web.archive.org/web/20171220005954/http://www.espn.com/nfl/","Suspension of Panthers LB Davis trimmed to 1","2017-12-20"
"http://web.archive.org/web/20171221004817/http://www.espn.com/nfl/","Elliott turns 'new page' after return from ban","2017-12-21"
"http://web.archive.org/web/20171222034158/http://www.espn.com/nfl/","Seahawks fined $100K for concussion violation","2017-12-22"
"http://web.archive.org/web/20171223000304/http://www.espn.com/nfl/","Police respond to situation at Lambeau Field","2017-12-23"
"http://web.archive.org/web/20171224001843/http://www.espn.com/nfl/","Steelers release franchise sack leader Harrison","2017-12-24"
"http://web.archive.org/web/20171225002236/http://www.espn.com/nfl/","Backside help: Saints' Lattimore gets 'butt pick'","2017-12-25"
"http://web.archive.org/web/20171226010312/http://www.espn.com/nfl/","Concussion fears force Texans to switch up QBs","2017-12-26"
"http://web.archive.org/web/20171227012255/http://www.espn.com/nfl/","Patriots sign ex-Steelers LB James Harrison","2017-12-27"
"http://web.archive.org/web/20171228010616/http://www.espn.com/nfl/","Multiple Steelers blast Harrison for forcing exit","2017-12-28"
"http://web.archive.org/web/20171229015904/http://www.espn.com/nfl/","Ex-Panthers exec Gettleman is Giants' new GM","2017-12-29"
"http://web.archive.org/web/20171230021626/http://www.espn.com/nfl/","49ers' Reid OK if teams shun him over protests","2017-12-30"
"http://web.archive.org/web/20171231025002/http://www.espn.com/nfl/","Sources: Raiders preparing to go after Gruden","2017-12-31"
"http://web.archive.org/web/20180901093033/http://www.espn.com/nfl/","Rams' Donald relieved to end 'stressful' dispute","2018-09-01"
"http://web.archive.org/web/20180901093033/http://www.espn.com/nfl/","Bucs GM: QB Winston may not start Week 4","2018-09-01"
"http://web.archive.org/web/20180901093033/http://www.espn.com/nfl/","Saints cut slew of vets, including WRs Floyd, Tate","2018-09-01"
"http://web.archive.org/web/20180901093033/http://www.espn.com/nfl/","Source: Raiders' Worley facing 4-game ban","2018-09-01"
"http://web.archive.org/web/20180901093033/http://www.espn.com/nfl/","Source: QB Hackenberg released by Eagles","2018-09-01"
"http://web.archive.org/web/20180901093033/http://www.espn.com/nfl/","Cowboys' cuts to include defensive end Ealy","2018-09-01"
"http://web.archive.org/web/20180901093033/http://www.espn.com/nfl/","Source: Eli Rogers expected to start on PUP list","2018-09-01"
"http://web.archive.org/web/20180902002526/http://www.espn.com/nfl/","Niners' fears confirmed: McKinnon has ACL tear","2018-09-02"
"http://web.archive.org/web/20180902002526/http://www.espn.com/nfl/","Source: Bears give Mack record deal after trade","2018-09-02"
"http://web.archive.org/web/20180902002526/http://www.espn.com/nfl/","Raiders cut WR Bryant as suspension looms","2018-09-02"
"http://web.archive.org/web/20180902002526/http://www.espn.com/nfl/","Sources: Eagles to start QB Foles in opener","2018-09-02"
"http://web.archive.org/web/20180902002526/http://www.espn.com/nfl/","Saints cut RB J. Williams in surprising move","2018-09-02"
"http://web.archive.org/web/20180902002526/http://www.espn.com/nfl/","Ravens keep RG III, cut ties with WR Perriman","2018-09-02"
"http://web.archive.org/web/20180902002526/http://www.espn.com/nfl/","Steelers make change at backup QB, cut Jones","2018-09-02"
"http://web.archive.org/web/20180903012635/http://www.espn.com/nfl/","Eagles' Wentz still not cleared for contact","2018-09-03"
"http://web.archive.org/web/20180903012635/http://www.espn.com/nfl/","Bears will be 'smart' about Mack for Week 1","2018-09-03"
"http://web.archive.org/web/20180903012635/http://www.espn.com/nfl/","Broncos waive former 1st-round pick Lynch","2018-09-03"
"http://web.archive.org/web/20180903012635/http://www.espn.com/nfl/","Source: Longtime Bengal Johnson re-signing","2018-09-03"
"http://web.archive.org/web/20180903012635/http://www.espn.com/nfl/","Giants waive backup QB Webb in surprise move","2018-09-03"
"http://web.archive.org/web/20180903012635/http://www.espn.com/nfl/","Sources: Cowboys C Frederick won't go on IR yet","2018-09-03"
"http://web.archive.org/web/20180903012635/http://www.espn.com/nfl/","Panthers starting left tackle Kalil put on IR","2018-09-03"
"http://web.archive.org/web/20180904020658/http://www.espn.com/nfl/","Carr: Raiders players over shock of Mack trade","2018-09-04"
"http://web.archive.org/web/20180904020658/http://www.espn.com/nfl/","Bucs' Evans helps Jacksonville shooting victims","2018-09-04"
"http://web.archive.org/web/20180904020658/http://www.espn.com/nfl/","Steelers disappointed Bell hasn't reported","2018-09-04"
"http://web.archive.org/web/20180904020658/http://www.espn.com/nfl/","Kaepernick face of Nike's 30th 'Just Do It' ad","2018-09-04"
"http://web.archive.org/web/20180904020658/http://www.espn.com/nfl/","Jets to start Darnold: 'Gives us a chance to win'","2018-09-04"
"http://web.archive.org/web/20180904020658/http://www.espn.com/nfl/","Harbaugh: Incident cost Vedvik NFL kicking job","2018-09-04"
"http://web.archive.org/web/20180904020658/http://www.espn.com/nfl/","Prank text gives Packers TE cut-down scare","2018-09-04"
"http://web.archive.org/web/20180905023014/http://www.espn.com/nfl/","Trump: Nike sends 'terrible message' with Kap ad","2018-09-05"
"http://web.archive.org/web/20180905023014/http://www.espn.com/nfl/","Steelers praise Conner as Bell remains absent","2018-09-05"
"http://web.archive.org/web/20180905023014/http://www.espn.com/nfl/","'Amazing feeling' for Darnold; McCown 'bummed'","2018-09-05"
"http://web.archive.org/web/20180905023014/http://www.espn.com/nfl/","Obada on journey to NFL: 'A state of survival'","2018-09-05"
"http://web.archive.org/web/20180905023014/http://www.espn.com/nfl/","Carr: Raiders players over shock of Mack trade","2018-09-05"
"http://web.archive.org/web/20180905023014/http://www.espn.com/nfl/","Dickson unhappy as Seattle keeps him sidelined","2018-09-05"
"http://web.archive.org/web/20180905023014/http://www.espn.com/nfl/","Source: Chiefs OT Erving signs 2-year extension","2018-09-05"
"http://web.archive.org/web/20180906030155/http://www.espn.com/nfl/","Bell absence incites Steelers: It's Le'Veon over us","2018-09-06"
"http://web.archive.org/web/20180906030155/http://www.espn.com/nfl/","Thomas ends holdout; Seattle nixes trade bid","2018-09-06"
"http://web.archive.org/web/20180906030155/http://www.espn.com/nfl/","Bradford: 'Blessing' to start again with Cardinals","2018-09-06"
"http://web.archive.org/web/20180906030155/http://www.espn.com/nfl/","Chargers' Gates practices; opener a possibility","2018-09-06"
"http://web.archive.org/web/20180906030155/http://www.espn.com/nfl/","OBJ says he won't be baited by Jags' Ramsey","2018-09-06"
"http://web.archive.org/web/20180906030155/http://www.espn.com/nfl/","One-handed Griffin to get start for Seahawks","2018-09-06"
"http://web.archive.org/web/20180906030155/http://www.espn.com/nfl/","Cowboys' Elliott out to prove he's best in game","2018-09-06"
"http://web.archive.org/web/20180907033531/http://www.espn.com/nfl/","After delay, Eagles unveil championship banner","2018-09-07"
"http://web.archive.org/web/20180907033531/http://www.espn.com/nfl/","Kendricks pleads guilty to insider trading charges","2018-09-07"
"http://web.archive.org/web/20180907033531/http://www.espn.com/nfl/","Conner: 'No pressure' serving as Bell's stand-in","2018-09-07"
"http://web.archive.org/web/20180907033531/http://www.espn.com/nfl/","49ers' Sherman predicts lockout when CBA ends","2018-09-07"
"http://web.archive.org/web/20180907033531/http://www.espn.com/nfl/","Cowboys' Frederick: Can't will myself back","2018-09-07"
"http://web.archive.org/web/20180907033531/http://www.espn.com/nfl/","Pats put rookie Dawson on IR, add depth at WR","2018-09-07"
"http://web.archive.org/web/20180907033531/http://www.espn.com/nfl/","Rookie WR predicts 'new era' for Bears' offense","2018-09-07"
"http://web.archive.org/web/20180908042124/http://www.espn.com/nfl/","Carroll: 'I don't care' about story on Seattle rift","2018-09-08"
"http://web.archive.org/web/20180908042124/http://www.espn.com/nfl/","Sources: Torn ACL ends season for Falcons' Neal","2018-09-08"
"http://web.archive.org/web/20180908042124/http://www.espn.com/nfl/","Brady dodges questions, will 'stick on football'","2018-09-08"
"http://web.archive.org/web/20180908042124/http://www.espn.com/nfl/","A.B. on Bell furor: Nobody wins when family feuds","2018-09-08"
"http://web.archive.org/web/20180908042124/http://www.espn.com/nfl/","Browns' Harrison named starting left tackle","2018-09-08"
"http://web.archive.org/web/20180908042124/http://www.espn.com/nfl/","Falcons' Quinn: Execution problem in red zone","2018-09-08"
"http://web.archive.org/web/20180908042124/http://www.espn.com/nfl/","Cindy McCain to serve as Cards' honorary captain","2018-09-08"
"http://web.archive.org/web/20180909015650/http://www.espn.com/nfl/","Source: Cards RB Johnson gets 3 years, $39M","2018-09-09"
"http://web.archive.org/web/20180909015650/http://www.espn.com/nfl/","Bell not reporting, surrenders $853K paycheck","2018-09-09"
"http://web.archive.org/web/20180909015650/http://www.espn.com/nfl/","Seahawks activate, plan to start S Thomas","2018-09-09"
"http://web.archive.org/web/20180909015650/http://www.espn.com/nfl/","Jets to be without Martin, likely 2 more vs. Lions","2018-09-09"
"http://web.archive.org/web/20180909015650/http://www.espn.com/nfl/","Saints release Bushrod as roster shuffle continues","2018-09-09"
"http://web.archive.org/web/20180909015650/http://www.espn.com/nfl/","Carroll: 'I don't care' about story on Seattle rift","2018-09-09"
"http://web.archive.org/web/20180909015650/http://www.espn.com/nfl/","Sources: Torn ACL ends season for Falcons' Neal","2018-09-09"
"http://web.archive.org/web/20180910021159/http://www.espn.com/nfl/","Peterson strong early to start Redskins tenure","2018-09-10"
"http://web.archive.org/web/20180910021159/http://www.espn.com/nfl/","Mahomes propels Chiefs with 256 yards, 4 TDs","2018-09-10"
"http://web.archive.org/web/20180910021159/http://www.espn.com/nfl/","Texans QB Watson: 'You can put the L on me'","2018-09-10"
"http://web.archive.org/web/20180910021159/http://www.espn.com/nfl/","Titans' Mariota, Lewan, Walker hurt vs. Fins","2018-09-10"
"http://web.archive.org/web/20180910021159/http://www.espn.com/nfl/","Browns don't lose but can't get a win, either","2018-09-10"
"http://web.archive.org/web/20180910021159/http://www.espn.com/nfl/","Concussion mars big effort by Bucs WR Jackson","2018-09-10"
"http://web.archive.org/web/20180910021159/http://www.espn.com/nfl/","Kaepernick tweets thanks to 2 kneeling players","2018-09-10"
"http://web.archive.org/web/20180911085709/http://www.espn.com/nfl/","Jets say defense knew Stafford's signals in rout","2018-09-11"
"http://web.archive.org/web/20180911085709/http://www.espn.com/nfl/","Darnold heats up after early pick-6 to burn Lions","2018-09-11"
"http://web.archive.org/web/20180911085709/http://www.espn.com/nfl/","Gruden loss gives debuting NFL coaches 0-7 start","2018-09-11"
"http://web.archive.org/web/20180911085709/http://www.espn.com/nfl/","NFL: Key flag in Steelers-Browns called in error","2018-09-11"
"http://web.archive.org/web/20180911085709/http://www.espn.com/nfl/","Raiders fear DePaola has torn ACL, source says","2018-09-11"
"http://web.archive.org/web/20180911085709/http://www.espn.com/nfl/","Rodgers' availability to face Vikings still in doubt","2018-09-11"
"http://web.archive.org/web/20180911085709/http://www.espn.com/nfl/","Source: Baldwin has Grade 2 partial MCL tear","2018-09-11"
"http://web.archive.org/web/20180912051500/http://www.espn.com/nfl/","M. Bryant back with Raiders following release","2018-09-12"
"http://web.archive.org/web/20180912051500/http://www.espn.com/nfl/","","2018-09-12"
"http://web.archive.org/web/20180912051500/http://www.espn.com/nfl/","","2018-09-12"
"http://web.archive.org/web/20180912051500/http://www.espn.com/nfl/","","2018-09-12"
"http://web.archive.org/web/20180912051500/http://www.espn.com/nfl/","","2018-09-12"
"http://web.archive.org/web/20180912051500/http://www.espn.com/nfl/","","2018-09-12"
"http://web.archive.org/web/20180912051500/http://www.espn.com/nfl/","","2018-09-12"
"http://web.archive.org/web/20180913061830/http://www.espn.com/nfl/","Gruden hopes Carr and Cooper can spark offense","2018-09-13"
"http://web.archive.org/web/20180913061830/http://www.espn.com/nfl/","Rodgers says he has knee sprain, doesn't practice","2018-09-13"
"http://web.archive.org/web/20180913061830/http://www.espn.com/nfl/","Brees: Mayfield 'can be a lot better than me'","2018-09-13"
"http://web.archive.org/web/20180913061830/http://www.espn.com/nfl/","Steelers' Brown apologizes over tweeted threat","2018-09-13"
"http://web.archive.org/web/20180913061830/http://www.espn.com/nfl/","Gronk on Ramsey trash talk: 'It motivates you'","2018-09-13"
"http://web.archive.org/web/20180913061830/http://www.espn.com/nfl/","Tuned out: Marrone 'can't handle' Super Bowls","2018-09-13"
"http://web.archive.org/web/20180913061830/http://www.espn.com/nfl/","Source: Chargers DE Bosa expected out vs. Bills","2018-09-13"
"http://web.archive.org/web/20180915131602/http://www.espn.com/nfl/","Source: Bengals' Mixon (knee) to miss 2 weeks","2018-09-15"
"http://web.archive.org/web/20180915131602/http://www.espn.com/nfl/","Titans' Mariota, Gabbert both set to face Texans","2018-09-15"
"http://web.archive.org/web/20180915131602/http://www.espn.com/nfl/","'Worth it': Rams' Peters fined for Lynch tribute","2018-09-15"
"http://web.archive.org/web/20180915131602/http://www.espn.com/nfl/","Saints DT's $40K fine more than his game check","2018-09-15"
"http://web.archive.org/web/20180915131602/http://www.espn.com/nfl/","Free-agent LB Donahue suspended 14 weeks","2018-09-15"
"http://web.archive.org/web/20180915131602/http://www.espn.com/nfl/","McCarthy OK if Rodgers plays without practicing","2018-09-15"
"http://web.archive.org/web/20180915131602/http://www.espn.com/nfl/","Falcons' Freeman ruled out with knee injury","2018-09-15"
"http://web.archive.org/web/20180916083006/http://www.espn.com/nfl/","Browns cutting ties with Gordon; trade possible","2018-09-16"
"http://web.archive.org/web/20180916083006/http://www.espn.com/nfl/","Sources: Fournette unlikely to play, but not final","2018-09-16"
"http://web.archive.org/web/20180916083006/http://www.espn.com/nfl/","Source: Falcons RB Freeman to miss 2-3 weeks","2018-09-16"
"http://web.archive.org/web/20180916083006/http://www.espn.com/nfl/","Packers' Rodgers practices, but status still iffy","2018-09-16"
"http://web.archive.org/web/20180916083006/http://www.espn.com/nfl/","Carroll: We did 'a lot of homework' on Kendricks","2018-09-16"
"http://web.archive.org/web/20180916083006/http://www.espn.com/nfl/","Bills releasing WR Kerley after one-game look","2018-09-16"
"http://web.archive.org/web/20180916083006/http://www.espn.com/nfl/","Baldwin, Wagner among Seahawks out vs. Bears","2018-09-16"
"http://web.archive.org/web/20180917061407/http://www.espn.com/nfl/","Backup? Bucs' Fitzpatrick tosses 4 TDs in win","2018-09-17"
"http://web.archive.org/web/20180917061407/http://www.espn.com/nfl/","Matthews: Roughing passer flags 'out of control'","2018-09-17"
"http://web.archive.org/web/20180917061407/http://www.espn.com/nfl/","Davis shocks Bills, quits NFL at halftime","2018-09-17"
"http://web.archive.org/web/20180917061407/http://www.espn.com/nfl/","Cowboys' Prescott rises to 'challenge' vs. Giants","2018-09-17"
"http://web.archive.org/web/20180917061407/http://www.espn.com/nfl/","Broncos P King takes shot at Gruden in video","2018-09-17"
"http://web.archive.org/web/20180917061407/http://www.espn.com/nfl/","Lions DB Diggs rips fourth-quarter holding call","2018-09-17"
"http://web.archive.org/web/20180917061407/http://www.espn.com/nfl/","Wilks hints at changes after Cardinals shut out","2018-09-17"
"http://web.archive.org/web/20180918083936/http://www.espn.com/nfl/","Bears sack Seahawks' Wilson 5 times in first half","2018-09-18"
"http://web.archive.org/web/20180918083936/http://www.espn.com/nfl/","'Trade me,' Steelers' Brown responds to critic","2018-09-18"
"http://web.archive.org/web/20180918083936/http://www.espn.com/nfl/","NFL: Penalty on Packers' Matthews was correct","2018-09-18"
"http://web.archive.org/web/20180918083936/http://www.espn.com/nfl/","KD jokes about joining Rams; McVay: 'Anytime'","2018-09-18"
"http://web.archive.org/web/20180918083936/http://www.espn.com/nfl/","McDermott on Davis: 'His actions have spoken'","2018-09-18"
"http://web.archive.org/web/20180918083936/http://www.espn.com/nfl/","Intercepted: Fins' Minkah trademarks 'FitzMagic'","2018-09-18"
"http://web.archive.org/web/20180918083936/http://www.espn.com/nfl/","Sources: Vikes to add kicker Bailey; Carlson cut","2018-09-18"
"http://web.archive.org/web/20180919004236/http://www.espn.com/nfl/","Agent: Brown doesn't want trade from Steelers","2018-09-19"
"http://web.archive.org/web/20180919004236/http://www.espn.com/nfl/","Bucs' Winston sued over alleged Uber incident","2018-09-19"
"http://web.archive.org/web/20180919004236/http://www.espn.com/nfl/","Jackson: Buccaneers can't take Fitzpatrick out","2018-09-19"
"http://web.archive.org/web/20180919004236/http://www.espn.com/nfl/","Bolts' Liuget sues trainer after positive PED test","2018-09-19"
"http://web.archive.org/web/20180919004236/http://www.espn.com/nfl/","Rice, Warner: We weren't briefed on HOF letter","2018-09-19"
"http://web.archive.org/web/20180919004236/http://www.espn.com/nfl/","Kelley (toe) latest Redskins RB to land on IR","2018-09-19"
"http://web.archive.org/web/20180919004236/http://www.espn.com/nfl/","Handling of Chung concussion under review","2018-09-19"
